,auction_id,experiment,date,hour,device_make,platform_os,browser,yes,no
3418,6e4ec438-c37e-4972-aee1-01505bad4953,control,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,0,0
3420,6e5b4c7c-c0aa-4286-8442-e9394bd0bfb2,exposed,2020-07-05,8,Generic Smartphone,6,Chrome Mobile,0,0
3421,6e5c7f59-7bf4-4b3a-87e2-038f78c3021e,exposed,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
3423,6e62dd00-356a-4e4b-a9dc-bd50b9940165,exposed,2020-07-05,20,Generic Smartphone,6,Chrome Mobile,0,0
3424,6e6abb77-0468-4eb9-ae89-885027182d5b,exposed,2020-07-07,8,Generic Smartphone,6,Chrome Mobile,0,0
3425,6e737091-d65c-479d-8f51-2b213a05cb0e,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
3427,6e7be818-6c05-4853-92ca-19ec10e08399,exposed,2020-07-06,1,Generic Smartphone,6,Chrome Mobile,0,0
3430,6e87677c-d10c-4979-b68b-0c52fe2a9fcb,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3432,6e8f0dcf-484e-422c-ab92-069458363b5d,control,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,0,0
3438,6ed4e125-01c1-43f7-9496-2aec3695a5f2,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3449,6f205f09-5bca-4fa0-bed4-01d86dc558c2,exposed,2020-07-06,4,Generic Smartphone,6,Chrome Mobile,1,0
3452,6f396c54-66f1-4c68-962a-473015cd3ca2,exposed,2020-07-05,16,Generic Smartphone,6,Chrome Mobile,0,0
3457,6f7851b1-a634-454f-9299-0d66fabc0eb0,control,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
3458,6f7a6f62-0dfb-4615-bb13-b96df4ba27fe,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3459,6f900045-3840-48ec-9e80-7e7257fcb3d6,control,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
3463,6faf0ec0-c334-4414-ada6-30668260e558,control,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,0,0
3465,6fb98d37-d1b5-4c13-8e4a-eb3ddfe300e5,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3467,6fd5bad4-ea67-4939-9a92-db0b2a864291,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3470,6ff58219-e992-4241-a993-2eb7cee5da17,control,2020-07-04,16,Generic Smartphone,6,Chrome Mobile,0,0
3471,6ff73d56-35bf-46b3-99a7-d6af80694bce,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3475,7013f826-5cd1-41e3-aa79-c28e60e3bcde,exposed,2020-07-03,14,Generic Smartphone,6,Chrome Mobile,0,0
3476,70157984-b37b-4280-8884-98f572601976,control,2020-07-04,19,Generic Smartphone,6,Chrome Mobile,0,0
3477,703079e5-91e5-43a2-a2fe-b82a526d1152,control,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,0,0
3478,70361a09-0b73-48d0-afc4-96db1d775032,exposed,2020-07-04,11,Nokia undefined$2$3,6,Chrome Mobile,1,0
3479,7040ec69-ca65-44cf-abf1-d2a3d90d8e85,exposed,2020-07-06,8,Generic Smartphone,6,Chrome Mobile,0,0
3480,704dca58-8e4c-42fc-8931-922b30c2d459,control,2020-07-08,7,Generic Smartphone,6,Chrome Mobile,0,0
3481,705e231a-e30e-46a2-a754-cc3ee82d9d7a,exposed,2020-07-10,7,Generic Smartphone,6,Chrome Mobile,0,0
3485,708f1d2d-368a-4caa-af74-7aaa4923354c,exposed,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
3487,7098a7db-b899-411d-98b0-ba1dcec9e8d3,control,2020-07-04,21,Generic Smartphone,6,Chrome Mobile,1,0
3489,70a2761a-07aa-4c41-b262-dcd4d63477ef,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
3492,70bbea5e-a4eb-44f0-b7a0-407ba5566f6b,exposed,2020-07-08,5,Generic Smartphone,6,Chrome Mobile,1,0
3496,70ea9c00-d772-44fb-9ffe-170ad703b2bd,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
3500,7117ce82-5572-4738-9397-fede652d13b3,control,2020-07-05,9,Generic Smartphone,6,Chrome Mobile,0,0
3501,711d873b-f0a6-404a-822f-eac09a833b32,exposed,2020-07-05,8,Generic Smartphone,6,Chrome Mobile,0,0
3502,7123a968-e954-4936-916a-63948196a3d9,exposed,2020-07-05,9,Generic Smartphone,6,Chrome Mobile,0,0
3503,7123f1ea-56af-4cc9-a0c3-6fbc5beef718,exposed,2020-07-10,4,Generic Smartphone,6,Chrome Mobile,0,0
3504,71294aa0-61a6-453e-b3d3-f95536f91b87,control,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
3506,7138810a-9c01-419c-ac4a-113bb9e08f54,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3507,7148c234-e718-4f6e-b0b8-5456093b2fd8,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
3508,7153cd0d-4889-415f-8576-13e7564f9c80,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
3509,71872e27-b15c-459b-8aed-44058b87509e,exposed,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
3510,7198a53c-c4e0-42fb-ac53-87718a91499d,exposed,2020-07-10,11,Generic Smartphone,6,Chrome Mobile,0,0
3511,719ada73-595f-4869-b311-0b365de832a1,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3512,71ae7d7e-1a47-419e-a419-40c647965f1b,control,2020-07-10,15,Generic Smartphone,6,Chrome Mobile,0,0
3515,71ccf321-18cb-42b9-bc2d-6c175aa9756e,control,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,0,0
3516,71cedc9a-cef8-4a84-bf6e-cf8b4add592a,control,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,1,0
3518,71d90459-5d0e-499f-b708-af0e289b7945,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3520,71e8c0f2-4413-49e6-92cf-d591398cb3b6,exposed,2020-07-08,0,Generic Smartphone,6,Chrome Mobile,0,0
3521,71ea8802-27ab-47e7-8b94-1191de2aaee3,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3522,71f7d278-9e73-4cbf-8c2d-71a263a1331a,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3523,71fa540d-bd21-4ef4-bf8d-26f18cf82d92,control,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
3524,72156556-9137-4be6-b3b5-ea55c8644908,control,2020-07-10,12,Generic Smartphone,6,Chrome Mobile,0,0
3525,72222b5a-2a41-4158-8534-2761680d4c24,control,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
3526,72291abb-7b3a-4f0d-9dab-2cb8e8de6a6e,exposed,2020-07-03,14,Generic Smartphone,6,Chrome Mobile,0,0
3527,722983d7-b1e3-4306-a569-d0a8851129bf,exposed,2020-07-10,16,Generic Smartphone,6,Chrome Mobile,0,0
3528,7229d3ef-4200-49d2-948f-c8df366b3a44,control,2020-07-07,9,Generic Smartphone,6,Chrome Mobile,1,0
3530,72302f9f-86ce-4499-b6e0-04d7ddf9fc69,control,2020-07-04,13,Generic Smartphone,6,Chrome Mobile,0,0
3531,723bab81-5434-4700-9b4f-0fb7c0be899e,exposed,2020-07-06,5,Generic Smartphone,6,Chrome Mobile,0,0
3533,7247aa4d-592b-4221-951a-e6022d3dcd29,control,2020-07-04,19,Generic Smartphone,6,Chrome Mobile,0,0
3536,725d4971-ca94-4b07-96c6-be1999e7d0db,control,2020-07-10,11,Generic Smartphone,6,Chrome Mobile,0,0
3537,725e28cc-8ab5-4f77-abb4-9c04e78eb3b5,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
3539,7262a6f5-f100-41d7-ab19-f5c73333f55c,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3541,728702c3-57f2-4a9f-b49c-7f7e5d8971f3,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
3542,728d08d1-fd5b-4aea-b5ad-32b818a158b2,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
3543,729284de-66d1-4f14-8f42-6b1db1e6473e,control,2020-07-10,4,Generic Smartphone,6,Chrome Mobile,1,0
3547,72a13c4a-2a60-4258-9b15-6d99eef4164c,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3550,72b49edd-62e1-4cf1-9826-1eb3971ebcd2,control,2020-07-03,15,Samsung SM-G935F,6,Chrome Mobile,0,0
3551,72b643b1-f5d4-4d28-9b45-ed53b4fa191b,exposed,2020-07-10,8,Generic Smartphone,6,Chrome Mobile,0,0
3552,72b7be14-4346-4a0e-ac9e-217f56d08882,exposed,2020-07-05,12,Generic Smartphone,6,Chrome Mobile,0,0
3553,72c040bf-a9e2-4168-8093-3d6a098f8123,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3554,72cb1bfc-78da-44ab-9294-acbae29b249b,exposed,2020-07-10,12,Generic Smartphone,6,Chrome Mobile,0,0
3556,72e27b46-93f8-420d-b3dd-c4902d211bd9,control,2020-07-05,16,Generic Smartphone,6,Chrome Mobile,0,0
3558,72e94f36-16ce-4647-96cb-8700e164eb60,control,2020-07-06,5,Generic Smartphone,6,Chrome Mobile,0,0
3559,72efe0fb-4d37-4aa1-a6e1-60a469d85ecc,exposed,2020-07-10,0,Generic Smartphone,6,Chrome Mobile,0,0
3560,72f911be-0436-4444-9b33-1cd98434c617,exposed,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
3561,730a8399-76f5-4768-8658-2a90040a1463,control,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,0,0
3562,730dc354-c390-4228-94df-8c68a5a019b6,exposed,2020-07-10,9,Generic Smartphone,6,Chrome Mobile,0,0
3564,731609ea-bd00-4c34-bb8e-a8631b9c2e70,exposed,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
3566,73343060-ba3b-4877-8f60-0e67d18f0d72,control,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
3568,734b57f0-ab18-4a6a-877b-26f201ae1874,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
3569,734c0d9b-90cb-483f-a896-52ad40cdb1bb,control,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,0
3570,73507605-2037-41e5-8c3d-51b4d87ed8b9,exposed,2020-07-05,16,Generic Smartphone,6,Chrome Mobile,0,0
3572,735cc698-a07d-4108-8019-466f99111a2d,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3576,736f6017-d00b-437f-a78e-ef1faad76450,control,2020-07-04,1,Generic Smartphone,6,Chrome Mobile,0,0
3578,738d6ec3-5925-41f8-9b45-48b2a681f4a6,exposed,2020-07-06,5,Generic Smartphone,6,Chrome Mobile,0,0
3580,73b6de18-c53a-460c-91db-46c2a8fb4713,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3581,73bc733a-68c4-4d72-9b67-b4ae81e6e2ed,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
3582,73bc8d12-82e5-464c-9de8-1b83b7f25a97,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3583,73bd8bb4-f236-46bb-9c57-ee590d2c5e26,exposed,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
3586,73eadc91-be8b-4f87-9fc3-554c9c4b6c92,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3589,73f9b4b1-3e08-49f3-9831-c839d0760520,control,2020-07-04,7,Generic Smartphone,6,Chrome Mobile,0,0
3590,73fe9c6d-6ea9-4fb4-a648-82bb846301dd,exposed,2020-07-06,4,Generic Smartphone,6,Chrome Mobile,1,0
3591,7410a86d-64f3-431e-b329-c4c09d29553b,control,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
3592,7411f3a7-27f5-44fe-a063-4ec261c13406,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3593,7415091c-68e5-4b12-85fb-35382b5037d3,exposed,2020-07-06,8,Generic Smartphone,6,Chrome Mobile,0,0
3600,74565b4e-0b65-4abb-b875-d0e6abd83d42,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
3602,745d9c13-62cc-4f68-8379-4034768e4b7a,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3604,7470c1aa-0569-4799-858a-b92cf7de25fe,control,2020-07-05,14,Generic Smartphone,6,Chrome Mobile,0,0
3605,747cee0d-f53e-4804-b47e-e2c37815ba8f,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3606,7482ae56-56e5-4371-a093-ccb0332c6a69,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3609,7486c199-fff1-4116-9abf-d4bfcd6401ea,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3611,7499161e-6898-4ee0-ad28-d3f1599a7e11,control,2020-07-07,7,Generic Smartphone,6,Chrome Mobile,0,0
3612,74a6dfeb-7a2b-4b04-9a8c-b01ae7cc62bc,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3613,74ab0e67-7aae-4725-8ed2-4082c76d789f,control,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,0
3615,74ad8907-35e9-4bf8-a4c7-1dab65409566,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
3618,74b81259-e200-4ac4-8c49-75cb992aa06c,control,2020-07-04,18,Generic Smartphone,6,Chrome Mobile,0,0
3620,74ba4e68-edb7-4291-a248-261877391e74,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3622,74c858c8-dbcd-4168-91b8-b5f7f90a5430,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
3623,74cf63ea-de13-4b1e-8e47-bf7010bc5a1b,exposed,2020-07-04,15,Generic Smartphone,6,Chrome Mobile,0,0
3626,74e9cb3e-1016-4cd0-b490-9a062043c4c1,control,2020-07-05,18,Generic Smartphone,6,Chrome Mobile,0,0
3631,7519f319-6bb6-4085-9bb0-0bde07ce0d62,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3633,752c3b9e-d9d3-4b18-8b99-7dfe67197aa0,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3635,75366962-265c-4d89-9dfe-678d65ade190,exposed,2020-07-03,11,Generic Smartphone,6,Chrome Mobile,0,0
3637,753f76a7-aa0d-47fb-ae22-905bdbdc4ba6,exposed,2020-07-10,10,Generic Smartphone,6,Chrome Mobile,0,0
3638,7540fc9a-b79c-4f43-9f39-e7936b4b57eb,exposed,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,0
3646,757d20dd-edd5-4b2c-b1d4-52133ebd1e54,control,2020-07-06,9,Generic Smartphone,6,Chrome Mobile,0,0
3647,7581a57a-ff6d-40ab-af35-1144bbcc6aaa,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3649,7588e217-722a-488e-97e6-523e8854f7d0,control,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
3655,75c2dbac-6640-4c52-aaa7-29af9567323a,exposed,2020-07-05,7,Generic Smartphone,6,Chrome Mobile,0,0
3658,75d4c80d-b482-47a8-924e-050324485c79,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3659,75d75ad2-2e54-4f0a-ab32-0118a5d0d10d,exposed,2020-07-05,18,Generic Smartphone,6,Chrome Mobile,0,0
3660,75e6a5ef-178c-442e-a727-2a6247ca1a53,exposed,2020-07-05,4,Generic Smartphone,6,Chrome Mobile,0,0
3664,76090ace-66c0-49e8-a990-e00eacd44aa0,exposed,2020-07-07,14,Generic Smartphone,6,Chrome Mobile,0,0
3668,762c5b4f-88a9-4697-890b-f84f4d52ef32,exposed,2020-07-08,7,Generic Smartphone,6,Chrome Mobile,0,0
3669,7630f458-67a0-493c-868b-f3d2d3ea93ad,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
3675,76653cee-9347-4858-8239-ca231f866384,exposed,2020-07-10,6,Generic Smartphone,6,Chrome Mobile,0,0
3676,7682d966-eec5-49ed-ae4a-01edcd8a85bf,exposed,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,0
3677,7684012c-274b-4491-aaed-f98dd6aaf5bd,control,2020-07-07,19,Generic Smartphone,6,Chrome Mobile,0,0
3680,7689354f-2db2-4fec-ae8e-e4cc4cfe946b,exposed,2020-07-10,5,Generic Smartphone,6,Chrome Mobile,0,0
3682,76979a1d-9a84-43f4-92ef-9ff3bd840c73,exposed,2020-07-04,17,Generic Smartphone,6,Chrome Mobile,0,0
3683,76c7a670-ed28-4cc7-b0d5-6287a4cec913,control,2020-07-04,21,Generic Smartphone,6,Chrome Mobile,0,0
3691,76f05b00-025e-47e7-88a4-7ed95066cfd8,exposed,2020-07-04,21,Generic Smartphone,6,Chrome Mobile,0,0
3693,76fef243-b890-41a2-ac04-72c83ce53058,exposed,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,0
3694,76ff0267-6049-428f-bd45-fa37b6c7fc89,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3698,771aac39-e2b3-45c5-b6dd-247029c428fe,exposed,2020-07-10,9,Generic Smartphone,6,Chrome Mobile,0,0
3702,773fdb19-7ae7-4e32-913e-cbb692e660f7,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3705,776a3284-55d6-4016-ac88-e38465f95e3a,exposed,2020-07-10,3,Generic Smartphone,6,Chrome Mobile,0,0
3706,776e477c-9066-4d3a-a53a-1be18858da61,control,2020-07-03,15,Nokia undefined$2$3,6,Chrome Mobile,0,0
3707,776edf97-4591-4469-9aec-28bd5b84881f,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
3708,777335f0-99d3-47f9-a273-73b947e9bb1e,control,2020-07-10,3,Generic Smartphone,6,Chrome Mobile,0,0
3710,7786694e-b5d9-4343-b57b-7cd6fb709e11,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3713,77b61e4c-8b7b-46da-a8b2-b631a133c827,exposed,2020-07-04,13,Generic Smartphone,6,Chrome Mobile,0,0
3717,77d8ae19-1760-4791-80e7-fe344f3e9a20,exposed,2020-07-05,4,Generic Smartphone,6,Chrome Mobile,0,0
3718,77dae281-c5e8-4ae5-a619-323e42bfeb16,exposed,2020-07-04,22,Generic Smartphone,6,Chrome Mobile,0,0
3720,77ed9ca0-9e03-4015-9691-25d42d858707,control,2020-07-04,15,Generic Smartphone,6,Chrome Mobile,0,0
3721,77ef18bc-a152-4aa0-bd56-52a31ba8a0c0,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3722,780a2d7e-d8c1-4e19-87b2-eb98a077f7ba,exposed,2020-07-10,4,Generic Smartphone,6,Chrome Mobile,1,0
3724,7812c527-75eb-4884-af21-e5675b12f14a,control,2020-07-06,4,Generic Smartphone,6,Chrome Mobile,0,0
3725,78151568-41b3-406d-b9ec-1d3c86069e18,exposed,2020-07-03,9,Generic Smartphone,6,Chrome Mobile,0,0
3726,78153a58-0d4a-4220-8eb8-ee3d0223756a,control,2020-07-10,10,LG-$2,6,Chrome Mobile,0,0
3728,781b1133-1621-4272-bba9-db4c130a975a,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3730,78334283-17e0-4221-b93b-18d65beffe9b,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,1,0
3731,7836b1ae-c9bc-4737-8629-bc87a6add589,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
3732,7842dacb-a760-4bb6-a7e4-1e4f2e661431,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3733,78445146-8d72-41e6-987d-6152dfcb316d,exposed,2020-07-10,16,Generic Smartphone,6,Chrome Mobile,0,0
3735,78581a1c-9086-47f7-b3c2-fbb27fe1fa28,control,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,0
3736,7861759c-141c-47fc-99cb-8b6e5651385a,exposed,2020-07-04,21,Generic Smartphone,6,Chrome Mobile,0,0
3738,786a010f-ebad-4f95-835a-ba3f121c5b37,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3741,78766551-0c97-4b1f-a5cd-587b7d6aa338,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
3743,7887b4f9-ec29-425d-bbc7-8d3d23095236,exposed,2020-07-04,14,Generic Smartphone,6,Chrome Mobile,0,0
3744,788a69bd-3ac0-45f8-bb21-f7da3817464d,exposed,2020-07-09,22,Generic Smartphone,6,Chrome Mobile,0,0
3745,788f48f3-b276-4c88-8c2b-1c1b757ce7e5,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
3747,78a601bc-d74c-43fe-b193-885eaa9b2149,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
3749,78c481e8-835b-4df8-989d-e5c00493dbba,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
3753,78e45020-83d2-44ab-b6a7-5560e3a7180e,exposed,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
3754,78e8e9b8-4344-4e21-aa84-1225a9a12279,control,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,0
3755,78eb1b66-703d-441a-a324-81aca5a34747,control,2020-07-04,22,Generic Smartphone,6,Chrome Mobile,0,0
3756,78ecd1f2-5af9-40cc-a27e-629583af7c73,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
3757,78ef8c28-e891-4057-b00d-4aedb4a4ab81,exposed,2020-07-05,12,Generic Smartphone,6,Chrome Mobile,0,0
3759,78f469ad-dd78-44b4-8731-4dcf116d9190,control,2020-07-06,6,Generic Smartphone,6,Chrome Mobile,0,0
3761,7908cc88-7e67-4274-91ee-bda6469233ae,exposed,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,1,0
3762,790af377-8015-4a40-8c2f-d60ee887619b,exposed,2020-07-05,7,Generic Smartphone,6,Chrome Mobile,0,0
3766,7916fc77-74dd-46e1-ad63-f24c7a1fca7d,control,2020-07-10,1,Generic Smartphone,6,Chrome Mobile,0,0
3767,792806e4-c151-4b0e-80a6-c0036e590253,control,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
3768,7932b119-d259-4bbd-b45f-56c348cb580c,exposed,2020-07-03,7,Generic Smartphone,6,Chrome Mobile,0,0
3769,794326fb-f76a-4f33-9050-fdc6cb6f0a1e,exposed,2020-07-03,12,Generic Smartphone,6,Chrome Mobile,0,0
3771,794b524f-ad0c-44c4-8f8e-860460dc827e,control,2020-07-08,23,Generic Smartphone,6,Chrome Mobile,0,0
3772,794e43cd-8323-4170-b64b-4cdcdb0e3238,control,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
3773,7983a374-1ed7-4405-87b0-4c8d4b777ba8,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,0,0
3774,7986f21e-d1c6-425d-84bd-e5f54bffe91e,control,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,0,0
3779,79a3171e-92a7-4299-b92f-ac4b2d9a247c,control,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
3783,79c4d6d0-f934-41c2-ae9b-0abecb0b4b90,control,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,0
3784,79d06a08-e91a-4ca2-b46b-45d85c249c98,control,2020-07-06,3,Generic Smartphone,6,Chrome Mobile,0,0
3787,7a0844b8-4e44-4cc6-88d2-e685e5168b36,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3788,7a0be915-163c-4872-8b38-456d8a8e9ce3,control,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,0,0
3792,7a321da7-af4a-40d9-ac82-7780d24ad0ab,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3794,7a3e6c61-02ed-444f-9aac-6a706daa443b,exposed,2020-07-03,6,Generic Smartphone,6,Chrome Mobile,0,0
3798,7a6a12b5-c746-477b-bb51-a0f5c0dbbc18,exposed,2020-07-05,4,Generic Smartphone,6,Chrome Mobile,0,0
3799,7a6c222d-c409-4d99-aef4-c2286e0e4b48,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
3807,7a8c3cf3-94f5-4fb5-a432-b28e90fc6a46,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,0,0
3809,7a94d6a6-a974-4c23-88c4-e5a0c7f650d7,exposed,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
3810,7a9e3e9f-1663-4f6a-8a31-4d3713ecbbfc,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3811,7aa1122d-d9ad-4f05-988b-dbe3dbbbf101,control,2020-07-05,17,Generic Smartphone,6,Chrome Mobile,0,0
3812,7aa65436-45e0-49bf-8945-01343c9ec5de,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3814,7ab03415-f0f8-4aad-b9ae-774977604a69,control,2020-07-04,18,LG-$2,6,Chrome Mobile,0,0
3815,7add998c-a06c-4fd7-a9fd-620023bab78f,exposed,2020-07-05,18,Generic Smartphone,6,Chrome Mobile,0,0
3817,7ae3318f-4880-43ef-a589-aaa46a66c4a9,control,2020-07-08,3,Generic Smartphone,6,Chrome Mobile,0,0
3820,7b0cd40d-6402-40d1-b824-5d36b712f6d2,control,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
3824,7b383874-1ed3-4fc4-a0dd-91d1d939ca06,exposed,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
3825,7b46743d-aefc-49ef-abf5-c49544b25d9b,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
3830,7b8414fd-5a05-46cb-af9c-ea9b28ce242e,exposed,2020-07-03,2,Generic Smartphone,6,Chrome Mobile,0,0
3834,7ba53034-ed6e-4175-8fc2-d5a23a23105f,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3838,7bc05c51-f0a2-4a24-8760-ae3fb6cc9ed7,control,2020-07-05,7,Generic Smartphone,6,Chrome Mobile,0,0
3839,7bc0e8d5-361e-4701-aec7-48167f43c377,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
3841,7be54469-b91b-4e15-b9cc-e6afbb3f4b97,exposed,2020-07-05,17,Generic Smartphone,6,Chrome Mobile,0,0
3842,7bef6141-c2e4-42d8-866e-5f6bf642fe53,exposed,2020-07-05,14,Generic Smartphone,6,Chrome Mobile,0,0
3844,7c01508a-4f4f-461a-a1df-6d7701fd15de,control,2020-07-07,1,Samsung GT-I9195I,6,Chrome Mobile,0,0
3846,7c17d258-eedf-4ede-9466-0f4ec3bc1dd7,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3849,7c1e45e8-aa86-4611-a41a-2fb50c214200,exposed,2020-07-06,7,Generic Smartphone,6,Chrome Mobile,0,0
3850,7c23951c-6a73-4919-959f-45fa00909ca9,control,2020-07-06,10,Generic Smartphone,6,Chrome Mobile,1,0
3851,7c25167f-781d-4b19-83f8-c3d7b0787406,control,2020-07-04,5,Generic Smartphone,6,Chrome Mobile,0,0
3852,7c3d937d-e200-4def-9db5-997e0eff2af8,exposed,2020-07-04,3,Nokia undefined$2$3,6,Chrome Mobile,1,0
