,auction_id,experiment,date,hour,device_make,platform_os,browser,yes,no
2250,49c3b158-b13d-4be6-a788-6e6ec8fe49c4,exposed,2020-07-04,20,Samsung SM-A405FN,6,Chrome Mobile WebView,0,0
2271,4a7038df-d650-4113-be98-d392e896be7c,control,2020-07-04,19,Generic Smartphone,6,Chrome Mobile WebView,0,0
2275,4ab95df8-4c18-496e-b1c5-45f189bac353,exposed,2020-07-09,3,Samsung SM-A515F,6,Chrome Mobile WebView,0,0
2276,4ac7cd66-d9c5-4e33-9b83-8b5d2f5b3e0e,exposed,2020-07-09,20,Generic Smartphone,6,Chrome Mobile WebView,0,0
2300,4b63d97e-9fab-4524-ae17-6f276feee895,exposed,2020-07-09,19,Samsung SM-A105FN,6,Chrome Mobile WebView,0,0
2301,4b68e0df-1e8e-40f3-84d0-9ab7d0011980,exposed,2020-07-08,18,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
2303,4b7e13dc-0146-4544-803a-2cef4d04b583,exposed,2020-07-03,9,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
2304,4b8c7b1d-aff5-477b-a35e-8b5b7f641921,exposed,2020-07-05,13,Generic Smartphone,6,Chrome Mobile WebView,0,0
2312,4bd22127-593c-47a8-96c1-3f4b8f07f3db,exposed,2020-07-05,17,Samsung SM-G935F,6,Chrome Mobile WebView,0,0
2314,4bd4a904-5099-4f84-ab84-3db4ce47c2ff,exposed,2020-07-09,19,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
2331,4c3750f3-a9e1-438e-b371-de1202a8ed52,exposed,2020-07-03,13,Samsung SM-A505FN,6,Chrome Mobile WebView,0,0
2335,4c4eb8a4-7513-4d4e-8167-4e58bb60ab4e,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile WebView,0,0
2354,4d18441d-60c5-4b5d-80c9-b3249fb5dc68,exposed,2020-07-08,19,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
2366,4d6ac3f9-f34b-404c-98f1-da5b632855cb,exposed,2020-07-09,1,Samsung SM-G986B,6,Chrome Mobile WebView,0,0
2372,4da05f33-1089-4b1f-a6a1-e5aa824efc18,exposed,2020-07-08,20,WAS-LX1A,6,Chrome Mobile WebView,0,0
2377,4dc79a9a-6228-453e-a8b2-73b1b67d0723,exposed,2020-07-05,7,Nokia$2$3,6,Chrome Mobile WebView,0,0
2382,4e00b28b-0315-42bd-bb2c-9dbfd39f3b80,exposed,2020-07-04,2,PRA-LX1,6,Chrome Mobile WebView,0,0
2391,4e213dc0-37ad-4bba-931d-592ed8e741b4,exposed,2020-07-04,18,Samsung SM-A505FN,6,Chrome Mobile WebView,0,0
2394,4e348780-5649-40c6-bd6c-6fb0d572cee1,exposed,2020-07-08,20,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
2396,4e5b83a0-f795-4e71-8a9e-dd8007e5d3f1,exposed,2020-07-03,6,Samsung SM-A300FU,6,Chrome Mobile WebView,0,0
2399,4e6ac9a7-e864-45eb-9a65-bf88a0ef5ba8,exposed,2020-07-08,15,Nokia$2$3,6,Chrome Mobile WebView,0,0
2402,4e7e66c4-0941-479c-9dac-0a97ce786b01,control,2020-07-10,4,Samsung SM-G981B,6,Chrome Mobile WebView,0,0
2410,4e9dbc39-b979-4258-aecd-6072feab098c,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile WebView,0,0
2420,4ecbdd80-b71f-4e36-bc64-4fde1f673074,exposed,2020-07-10,3,Samsung SM-G930F,6,Chrome Mobile WebView,0,0
2430,4f120d83-2630-4750-b316-4872ee96ee41,exposed,2020-07-09,17,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
2438,4f35621f-547c-40c8-a456-2b9cc069725c,exposed,2020-07-06,8,Samsung SM-G935F,6,Chrome Mobile WebView,0,0
2439,4f42ce5a-d688-4e73-9bc6-7eb07b71267e,exposed,2020-07-07,4,Generic Smartphone,6,Chrome Mobile WebView,0,0
2447,4f87170c-494a-4c9f-935d-24cfb3efe453,exposed,2020-07-03,14,Moto $2,6,Chrome Mobile WebView,0,0
2448,4fab0ab2-d4df-4d9e-83b1-940336828733,exposed,2020-07-10,6,Generic Smartphone,6,Chrome Mobile WebView,0,0
2450,4fac872a-f153-4857-8d37-7c29fe9ccd67,exposed,2020-07-09,12,Samsung SM-G935F,6,Chrome Mobile WebView,0,0
2451,4fac976d-e01e-4375-8f4d-5e2baf53e7b2,control,2020-07-07,11,Samsung SM-G970F,6,Chrome Mobile WebView,0,0
2468,500ae5c3-e77c-43c0-ad7a-9dac120f649f,exposed,2020-07-08,19,WAS-LX1A,6,Chrome Mobile WebView,0,0
2469,500d7d9e-be35-4532-9069-ec67eafc2eea,control,2020-07-05,3,Generic Smartphone,6,Chrome Mobile WebView,0,0
2475,50389f34-26a6-4c14-9b99-e61999a05546,control,2020-07-03,15,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
2480,505d12cd-dcbe-492f-9a28-0ca3b491ebaa,exposed,2020-07-06,6,COR-L29,6,Chrome Mobile WebView,0,0
2482,506431b8-c74d-47c0-98da-f7d313124de8,exposed,2020-07-04,4,VOG-L09,6,Chrome Mobile WebView,0,0
2483,506d74e1-e2e4-40ac-ab1c-da19790a62aa,exposed,2020-07-10,16,LDN-L01,6,Chrome Mobile WebView,0,0
2511,50fdf7b5-7818-44a0-b588-de1b7abd18eb,exposed,2020-07-09,6,Nokia$2$3,6,Chrome Mobile WebView,0,0
2516,510c57f3-c240-42a0-b423-d1d32d868fc9,exposed,2020-07-10,12,I3312,6,Chrome Mobile WebView,0,0
2551,52347519-b3df-4062-b1e3-e0ee33047be7,exposed,2020-07-09,11,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
2554,524c4846-37c8-4534-8330-0454b04f7f33,control,2020-07-09,4,Samsung SM-A105FN,6,Chrome Mobile WebView,0,0
2555,52696255-3862-41f0-aa6e-2dc5c7b48d3a,control,2020-07-04,13,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
2566,52bdd409-8217-4776-a4e3-56107c06146d,exposed,2020-07-04,5,Samsung SM-A202F,6,Chrome Mobile WebView,0,0
2568,52d6e947-b3ed-4c4c-820f-cc6d1527b8bd,exposed,2020-07-03,10,PRA-LX1,6,Chrome Mobile WebView,0,0
2580,530f6b1d-8347-438c-8054-780a9720661c,exposed,2020-07-10,10,Generic Smartphone,6,Chrome Mobile WebView,0,0
2586,53284863-3d2e-4e20-b883-5eb76b1507d8,exposed,2020-07-08,9,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
2593,535f0ef6-b60c-4b77-a87f-7482627193ef,exposed,2020-07-05,11,Generic Smartphone,6,Chrome Mobile WebView,0,0
2594,53672d6c-e64f-4e3b-b909-eca32afca672,exposed,2020-07-10,3,CLT-L29,6,Chrome Mobile WebView,0,0
2605,53e23564-e84d-4b7a-a73d-e43f4287b0a6,control,2020-07-04,18,Nokia$2$3,6,Chrome Mobile WebView,0,0
2617,544f3f85-ee0b-4414-bf9d-e1c29f0806cd,exposed,2020-07-04,20,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
2623,5464fa3a-440b-45ff-bb19-d3123da50f77,exposed,2020-07-09,17,Generic Smartphone,6,Chrome Mobile WebView,0,0
2634,54bd8b1b-0875-4550-adbd-e68e52a34c05,exposed,2020-07-06,1,Samsung SM-N910F,6,Chrome Mobile WebView,0,0
2644,55050a6d-67e6-4d17-96a4-4d7e2de3f434,exposed,2020-07-09,10,Generic Smartphone,6,Chrome Mobile WebView,0,0
2650,5542c455-cd3f-4bf8-aa6e-b8c0910d6231,exposed,2020-07-09,6,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
2673,561e40b3-1b04-490b-aeea-82fa58f0f2eb,exposed,2020-07-07,9,CUBOT_X18_Plus,6,Chrome Mobile WebView,0,0
2681,566eb419-ed8a-4a0c-a035-74ffe0dd6c8d,exposed,2020-07-09,16,Samsung SM-G980F,6,Chrome Mobile WebView,1,0
2688,56c87344-e876-41a3-9011-feb8f7e58cd5,exposed,2020-07-06,0,Generic Smartphone,6,Chrome Mobile WebView,0,0
2694,56fef6af-51ba-4992-8b48-61c0656a0628,control,2020-07-09,13,FIG-LX1,6,Chrome Mobile WebView,0,0
2695,5702c99a-e0ae-4bb3-9ba9-8b7594f29f70,exposed,2020-07-04,13,Samsung SM-A507FN,6,Chrome Mobile WebView,0,0
2698,5710f68b-6dba-46e1-8930-ff0baef65940,exposed,2020-07-03,9,Samsung SM-J530F,6,Chrome Mobile WebView,0,0
2700,5718b9fd-e35f-4d0c-8d7d-b21bfca7358b,exposed,2020-07-04,0,Samsung SM-G930F,6,Chrome Mobile WebView,0,0
2704,5747106f-e1a0-4f5e-a556-27f733218453,exposed,2020-07-05,7,Samsung SM-N970F,6,Chrome Mobile WebView,0,0
2706,5756bf2a-de64-489c-869f-48527122dd8f,exposed,2020-07-10,10,Pixel 2,6,Chrome Mobile WebView,0,0
2710,576e0b44-d417-4aac-8267-94b66b304fe8,control,2020-07-06,0,Samsung SM-A750FN,6,Chrome Mobile WebView,0,0
2713,578024f0-44f9-433e-bc0c-162a1a42d6bf,control,2020-07-10,12,POT-LX1,6,Chrome Mobile WebView,0,0
2718,5797443f-da47-4f69-8176-09bcedf00024,exposed,2020-07-03,4,Pixel 3,6,Chrome Mobile WebView,0,0
2719,579f9261-69f3-4b86-b11d-5391a45fdb8c,exposed,2020-07-03,14,Samsung SM-G935F,6,Chrome Mobile WebView,0,0
2726,57d07a3f-2f45-43e4-bb78-bdc8f74e199a,exposed,2020-07-05,16,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
2731,581ed31c-3642-4e64-9331-86a304130afc,exposed,2020-07-05,9,Nokia$2$3,6,Chrome Mobile WebView,1,0
2733,584f440e-046a-4cad-a8bb-686dc1d0f626,exposed,2020-07-08,22,Generic Smartphone,6,Chrome Mobile WebView,0,0
2738,586adb16-603e-4efb-b18d-d0257c310042,exposed,2020-07-10,11,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
2747,58a8b999-7c30-4a8a-bdb9-857d9237da20,exposed,2020-07-05,18,OnePlus ONEPLUS A6013,6,Chrome Mobile WebView,0,0
2748,58b2c3f4-0dad-463c-b7bb-487c24e1f47c,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile WebView,0,0
2766,5908f021-fc31-4b53-b29c-ef1fb0577e0b,exposed,2020-07-03,5,Generic Smartphone,6,Chrome Mobile WebView,1,0
2775,596f941b-7b1f-4765-b0c2-8b2e03bf204e,exposed,2020-07-03,14,Generic Smartphone,6,Chrome Mobile WebView,0,0
2790,59cd4b8c-f083-40e6-93d7-cd804ec37694,exposed,2020-07-05,19,Samsung SM-N975F,6,Chrome Mobile WebView,0,0
2795,59fd9ace-0f73-497d-a491-46443bae6ddd,control,2020-07-03,15,Samsung GT-I9505 ,6,Chrome Mobile WebView,0,0
2798,5a16e026-e1f7-48c7-b822-310e3eb759b3,exposed,2020-07-05,21,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
2803,5a4b04ce-fc7f-4d21-9789-c36c61e56c93,exposed,2020-07-08,2,Samsung SM-G977B,6,Chrome Mobile WebView,0,0
2809,5a87777e-fe94-4f72-a548-a3c7bc98b628,exposed,2020-07-09,12,Samsung SM-A300FU,6,Chrome Mobile WebView,0,0
2814,5ab1b1c4-36af-410d-8143-833a18b5f4e1,exposed,2020-07-03,4,Samsung SM-G986B,6,Chrome Mobile WebView,0,0
2823,5b149f68-db4f-49b8-bbe1-037732de473a,exposed,2020-07-03,4,Nokia$2$3,6,Chrome Mobile WebView,0,0
2824,5b1d0de4-12c0-4783-9847-1e29189604e9,exposed,2020-07-03,5,POT-LX1,6,Chrome Mobile WebView,0,0
2833,5b42ef5b-e083-4955-a8f6-19b35f60b04f,exposed,2020-07-10,16,Generic Smartphone,6,Chrome Mobile WebView,0,0
2839,5b6eb642-500f-481c-989b-ea000c16474d,exposed,2020-07-08,4,Pixel 3a,6,Chrome Mobile WebView,0,0
2840,5b7ee1ae-e37a-4776-9206-92385f2f92d7,exposed,2020-07-05,7,Generic Smartphone,6,Chrome Mobile WebView,0,0
2843,5b9f90b6-c956-4834-90ea-f032ad7795a8,exposed,2020-07-10,15,moto e5 play,6,Chrome Mobile WebView,0,0
2848,5bb99b1e-4e1c-4e13-bad5-35c7a1737f13,exposed,2020-07-08,4,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
2851,5bceb9cd-0e4a-4f01-814c-ab2e9c88aa4b,exposed,2020-07-08,16,F8331,6,Chrome Mobile WebView,0,0
2864,5c621fe3-5dfa-4be0-9e9e-9014f26b32d1,control,2020-07-10,15,Generic Smartphone,6,Chrome Mobile WebView,0,0
2866,5c6627d3-d1a4-4b79-b141-16e604974354,control,2020-07-04,2,A0001,6,Chrome Mobile WebView,0,0
2867,5c6adede-bf67-4fef-b0ca-796ada3ad082,exposed,2020-07-05,3,PCT-L29,6,Chrome Mobile WebView,0,0
2868,5c6ce62f-3312-409e-b207-40d8cc64ada7,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile WebView,0,0
2870,5c76c21b-46f5-4389-8a6c-e71330d743db,exposed,2020-07-03,0,Moto $2,6,Chrome Mobile WebView,0,0
2875,5c8c9ff8-4506-4717-9950-1c995348e91a,exposed,2020-07-05,3,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
2879,5ca9ff09-b47c-4424-973e-8e553de8cd68,exposed,2020-07-05,8,Samsung SM-G970F,6,Chrome Mobile WebView,0,0
2882,5cb4c05a-2d79-41bc-8983-e0c9dbb0d288,exposed,2020-07-05,9,Samsung SM-G930F,6,Chrome Mobile WebView,0,0
2891,5d0d1802-cd9a-4889-95fe-b4285ff99afb,exposed,2020-07-08,19,Samsung SM-G925I,6,Chrome Mobile WebView,0,0
2896,5d26ac5e-97af-46da-8100-6c687a4feddd,exposed,2020-07-04,1,HTC M10h,6,Chrome Mobile WebView,0,0
2901,5d47d949-97fc-488c-bdc8-38a441039f54,exposed,2020-07-04,20,Pixel 4,6,Chrome Mobile WebView,0,0
2907,5d7402a0-9f05-465b-9f95-435644a386ef,exposed,2020-07-10,7,Pixel 3a,6,Chrome Mobile WebView,0,0
2914,5db1ba4a-af17-4bf9-ae6b-f565948e06c7,exposed,2020-07-05,19,Samsung SM-G975F,6,Chrome Mobile WebView,0,0
2929,5e31f3a1-f4b6-4007-bec9-0c09170691b2,control,2020-07-08,20,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
2937,5e6a66e3-9203-4679-8aff-6633529cd62a,control,2020-07-09,20,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
2939,5e869897-d8c0-4494-8bbc-a2a67c5fbaf9,exposed,2020-07-04,6,Samsung SM-N970F,6,Chrome Mobile WebView,0,0
2943,5e974dec-6483-4af1-9a2e-0c167affb45a,control,2020-07-05,10,Generic Smartphone,6,Chrome Mobile WebView,0,0
2949,5ec60a77-351f-4986-8201-580598c02b35,exposed,2020-07-04,7,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
2950,5ec63003-633c-4e1a-9e82-7412d08169b1,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile WebView,0,0
2964,5f1a324c-6f6d-4d38-8ab4-2fad99eecbfb,exposed,2020-07-08,17,Samsung SM-A505FN,6,Chrome Mobile WebView,0,0
2969,5f3c60a5-260b-42fb-a64b-2ff2e25a9519,exposed,2020-07-08,15,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
2970,5f58dd6a-e820-4b1f-95ad-0c8781a462df,exposed,2020-07-04,2,Generic Smartphone,6,Chrome Mobile WebView,0,0
2972,5f7555df-c11b-4c2c-b745-390659864e9b,control,2020-07-04,5,Samsung SM-A300FU,6,Chrome Mobile WebView,0,0
2985,602f7950-3750-42d6-a904-4371e13920f3,exposed,2020-07-08,18,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
2997,609742a4-45d1-4b52-a370-d4c31c7ab805,control,2020-07-05,8,VFD 820,6,Chrome Mobile WebView,0,0
3001,60aad452-6df3-4bd2-9a18-7064a000ceb3,exposed,2020-07-04,22,Samsung SM-G970F,6,Chrome Mobile WebView,0,0
3004,60d7159e-583c-4ee1-a961-58c319d1221b,exposed,2020-07-10,11,Samsung SM-A405FN,6,Chrome Mobile WebView,0,0
3008,60f4f2ec-8442-43a0-b50c-a4c27e173b1f,exposed,2020-07-05,8,Nokia$2$3,6,Chrome Mobile WebView,0,0
3014,611cc7be-e102-49c5-8bee-9d4d33d08ee1,exposed,2020-07-05,22,OnePlus ONEPLUS A5010,6,Chrome Mobile WebView,0,0
3015,61205ee2-023b-4eab-bf13-c20c90fd3aa2,exposed,2020-07-10,4,Samsung SM-G930F,6,Chrome Mobile WebView,1,0
3017,613d3a00-b52a-4293-81b6-bb4ea788afa7,exposed,2020-07-09,0,Samsung SM-J530F,6,Chrome Mobile WebView,0,0
3020,615e4379-54d4-43f5-a771-8a4883140bab,exposed,2020-07-04,15,Vodafone $2,6,Chrome Mobile WebView,0,0
3022,619fd912-4c8e-4ecf-af30-5c344d47f2b3,exposed,2020-07-06,6,Samsung SM-G955F,6,Chrome Mobile WebView,0,0
3024,61aaffea-754b-4cf9-828c-51592f50472a,exposed,2020-07-08,16,Samsung SM-N976B,6,Chrome Mobile WebView,0,0
3026,61b5817f-7470-4e6d-a63d-2deb80a3b5ac,exposed,2020-07-08,8,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
3031,61fa09bd-ba4c-4054-95e0-b01b173801a2,exposed,2020-07-04,16,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
3032,62061bc8-074c-4f98-89ec-157484d3ca54,control,2020-07-04,7,OnePlus ONEPLUS A3003,6,Chrome Mobile WebView,0,0
3040,62520336-3c54-49fc-8d7e-cd17614d15ee,control,2020-07-05,18,Samsung SM-A405FN,6,Chrome Mobile WebView,0,0
3059,62dac023-c7c5-4388-84e6-79aa93694f2c,control,2020-07-08,9,Samsung SM-J530F,6,Chrome Mobile WebView,0,0
3062,62f1ab40-8de1-4150-b430-243bcfe170c1,exposed,2020-07-04,9,Generic Smartphone,6,Chrome Mobile WebView,0,0
3066,6306e773-8c58-419a-8481-d1c340b81134,exposed,2020-07-08,18,Samsung SM-A920F,6,Chrome Mobile WebView,0,0
3068,631216ac-b021-4517-aa57-77d7234278fc,exposed,2020-07-10,10,OnePlus ONEPLUS A5010,6,Chrome Mobile WebView,0,0
3069,6317e314-262d-485c-85c1-5e0994fd7750,exposed,2020-07-03,5,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
3072,632fa033-3e0f-4a33-ae77-4e6f66ab9956,exposed,2020-07-09,6,Pixel 3,6,Chrome Mobile WebView,0,0
3077,637c441e-d509-42b5-92ed-89eabb36955e,exposed,2020-07-04,3,Samsung SM-A320FL,6,Chrome Mobile WebView,0,0
3088,63b201ca-3639-41fc-ba5c-776fbe80115a,exposed,2020-07-10,14,Samsung SM-A405FN,6,Chrome Mobile WebView,0,0
3102,6431da67-4e27-4d2c-a50f-730ffb3d8c3e,exposed,2020-07-10,4,Samsung SM-A105FN,6,Chrome Mobile WebView,0,0
3112,64b90d6c-5748-4ce8-8784-fc97a11db25b,exposed,2020-07-05,6,Pixel 3a,6,Chrome Mobile WebView,0,0
3118,64dd6498-c3ae-4361-ac5d-da02c773c5a9,exposed,2020-07-04,9,Samsung SM-G988B,6,Chrome Mobile WebView,0,0
3122,65030d97-bdc8-4ac1-a102-38bc0a96f71c,exposed,2020-07-05,18,Samsung SM-G981B,6,Chrome Mobile WebView,0,0
3124,650f8852-539c-462e-a57e-bb28e0bf0296,exposed,2020-07-09,15,D5803,6,Chrome Mobile WebView,0,0
3127,652a434b-0020-4086-8528-127b2f6e287c,exposed,2020-07-06,6,Samsung SM-A300FU,6,Chrome Mobile WebView,0,0
3162,663defd6-3017-42b4-a356-de76babb63fe,exposed,2020-07-09,9,Samsung SM-G975F,6,Chrome Mobile WebView,0,0
3179,66b06eda-6193-4f0f-8c21-e04bc68c91ac,exposed,2020-07-08,15,Samsung SM-G935F,6,Chrome Mobile WebView,0,0
3195,67575b96-e16c-46a8-bc4d-f950ef41bf16,exposed,2020-07-10,10,Samsung SM-G980F,6,Chrome Mobile WebView,0,0
3199,677113bb-75b0-4a36-9ec4-a98975ce33d1,exposed,2020-07-09,16,Samsung SM-A500FU,6,Chrome Mobile WebView,0,0
3203,67aeb0e2-17d0-40b9-b175-86753ef83dc9,exposed,2020-07-09,22,Generic Smartphone,6,Chrome Mobile WebView,0,0
3211,67cc12ec-b5b7-40bf-af06-82d8801d3d56,exposed,2020-07-10,15,Samsung SM-N950F,6,Chrome Mobile WebView,0,0
3224,68137af7-b630-4210-98cd-62308c572bdd,control,2020-07-03,15,LYA-L09,6,Chrome Mobile WebView,0,0
3238,6879a88c-4c48-4f3d-84cf-93a50a80fed7,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile WebView,0,0
3239,68863542-70f4-4b8e-b9ea-cc6d21e5d3f5,exposed,2020-07-10,15,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
3244,6899d8d4-b5c6-47cc-b6b1-cacc4ff4a6dc,exposed,2020-07-06,7,Moto $2,6,Chrome Mobile WebView,0,0
3247,68a2a67c-ff37-4dce-8afb-5dc9103e11b5,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile WebView,0,0
3252,68fe5f66-6129-475f-9f8e-4fb1820436a2,exposed,2020-07-05,18,Samsung SM-A505F,6,Chrome Mobile WebView,0,0
3255,6906a78b-f3f8-48f2-9415-63bd326fb511,exposed,2020-07-05,8,Samsung SM-G930F,6,Chrome Mobile WebView,0,0
3259,69334a16-8b7c-4452-a0d8-1155c986bb21,control,2020-07-04,23,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
3260,6939aa0e-0e9b-48e6-b64a-2fde7578442e,exposed,2020-07-05,10,Samsung SM-G973F,6,Chrome Mobile WebView,1,0
3263,697d4fa8-6cbf-4bcf-8c4c-991f07e88141,exposed,2020-07-03,14,MAR-LX1A,6,Chrome Mobile WebView,0,0
3266,699ec0f4-48b2-4049-8476-e6196bc586d3,exposed,2020-07-08,18,Samsung SM-A515F,6,Chrome Mobile WebView,0,0
3273,69d98c5e-993a-4667-abd4-0ad446d1e2fc,exposed,2020-07-04,8,HTC One $2,6,Chrome Mobile WebView,0,0
3279,6a01705c-1c7e-45a2-871d-008ad3517480,exposed,2020-07-03,6,Samsung SM-G975F,6,Chrome Mobile WebView,0,0
3288,6a531f51-66ff-4f97-928a-1d1e6a2a707a,exposed,2020-07-08,10,Generic Smartphone,6,Chrome Mobile WebView,0,0
3299,6ab8ad76-2957-4dd6-bab8-df562f7a3ee5,exposed,2020-07-09,17,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
3300,6ac867ca-a069-4e83-bff9-b03f4ba1bac8,exposed,2020-07-03,12,Samsung SM-N950F,6,Chrome Mobile WebView,0,0
3301,6acf47d0-b8a1-49c3-b1a5-7f6bf6ba806f,exposed,2020-07-10,3,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
3303,6ad5ffb5-e552-4d8b-ba59-8054d2ecd5d1,exposed,2020-07-10,16,LYA-L09,6,Chrome Mobile WebView,0,0
3310,6b0c0adb-4f1c-4350-8d3c-85d0e1ab625d,exposed,2020-07-08,17,Samsung SM-N9750,6,Chrome Mobile WebView,0,0
3311,6b0fd239-c917-4264-991a-eb81afc3b05d,exposed,2020-07-10,8,Samsung SM-J600FN,6,Chrome Mobile WebView,0,0
3319,6b49508c-5a14-496e-8812-3c0b83d776af,exposed,2020-07-05,7,Generic Smartphone,6,Chrome Mobile WebView,0,0
3325,6b74f4ff-3cf5-4b74-99fe-2d88cbc592ab,exposed,2020-07-08,8,D6603,6,Chrome Mobile WebView,0,0
3375,6d0db643-f385-4c3f-8cad-00e74b2fbd28,exposed,2020-07-05,14,CLT-L09,6,Chrome Mobile WebView,0,0
3392,6d844b51-b8b3-4c6a-a981-5daec17cfa3f,exposed,2020-07-03,10,Samsung SM-J600FN,6,Chrome Mobile WebView,0,0
3395,6d981526-bca6-4860-9dd7-bf1a0d4c50c3,exposed,2020-07-10,16,ANE-LX1,6,Chrome Mobile WebView,0,0
3404,6dcfe9af-7629-4720-83fc-88bea26f1cc1,exposed,2020-07-08,20,VFD 700,6,Chrome Mobile WebView,1,0
3417,6e4d3ebd-1c96-4b81-9edc-28d405a7535f,exposed,2020-07-05,4,Samsung SM-A505FN,6,Chrome Mobile WebView,0,0
3419,6e520b6e-6ba4-441c-af6b-cd09a7aa1810,exposed,2020-07-08,20,VFD 610,6,Chrome Mobile WebView,0,0
3422,6e605a4c-1f0a-44c1-96ea-9bea5993de99,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile WebView,0,0
3431,6e8d8f8a-3342-4806-9fe2-759109e374b2,exposed,2020-07-10,7,Generic Smartphone,6,Chrome Mobile WebView,0,0
3434,6e9882d0-e7f4-4103-8514-902afcc78507,exposed,2020-07-09,8,Moto $2,6,Chrome Mobile WebView,0,0
3435,6ea426c5-81f4-4521-be37-3bc9fae1cc3c,control,2020-07-04,12,Generic Smartphone,6,Chrome Mobile WebView,0,0
3439,6edc7578-27e3-4ae8-82fb-2d2cd01b6c8f,control,2020-07-09,22,Pixel 3a,6,Chrome Mobile WebView,0,0
3441,6ee3d237-b8f7-4135-a0fa-d63273427a8f,exposed,2020-07-05,11,Generic Smartphone,6,Chrome Mobile WebView,0,0
3451,6f2ef7a1-eded-4992-a21a-a3cc3080656f,exposed,2020-07-09,7,Samsung SM-G930F,6,Chrome Mobile WebView,0,0
3454,6f59946f-2d94-4bcf-a7d1-2b0dd9c38111,exposed,2020-07-04,4,Generic Smartphone,6,Chrome Mobile WebView,0,0
3455,6f6a5143-9694-4de2-bd90-75d79add86de,exposed,2020-07-08,14,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
3461,6fa48bd5-0138-4178-b577-8257704f0640,exposed,2020-07-10,10,Samsung SM-G930F,6,Chrome Mobile WebView,0,0
3464,6fb233de-eddd-4f1b-88e4-2a7c5c89632d,exposed,2020-07-07,10,Samsung SM-G800F,6,Chrome Mobile WebView,0,0
3466,6fd5122e-8b0d-40c7-a538-eaa664a5e560,exposed,2020-07-04,8,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
3469,6fe44b53-04ab-4624-adb7-0808317a392a,exposed,2020-07-05,12,Generic Smartphone,6,Chrome Mobile WebView,0,0
3472,6ff82acd-1794-43b2-8b59-d59703b704a5,exposed,2020-07-08,20,ANE-LX1,6,Chrome Mobile WebView,0,0
3473,7002e35a-e698-4e9f-9a44-1ba5050fea97,exposed,2020-07-05,5,Samsung SM-G950F,6,Chrome Mobile WebView,1,0
3474,700d29c7-ff5b-414a-a603-6048aefe3e98,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile WebView,0,0
3484,70866df8-dbfb-4469-9098-99370c0b10ca,exposed,2020-07-10,13,Samsung SM-N950F,6,Chrome Mobile WebView,0,0
3488,709b7c46-f36c-4096-ace0-3af452f3171e,exposed,2020-07-05,7,6039Y,6,Chrome Mobile WebView,0,0
3493,70c3bab6-c898-42d9-bdec-9395900da3fe,exposed,2020-07-09,8,Samsung SM-J330FN,6,Chrome Mobile WebView,0,0
3495,70e8ffd8-f129-4b14-93e9-b59f578f4dbe,exposed,2020-07-09,10,Generic Smartphone,6,Chrome Mobile WebView,0,0
3498,7105f6e7-ea9e-45cd-ad0c-f9a7ef7b7ecb,control,2020-07-08,20,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
3513,71b7110e-a17f-4734-8148-5ab2b7cac9de,exposed,2020-07-09,5,Samsung SM-A405FN,6,Chrome Mobile WebView,0,0
